,content,upvote,polarity,subjectivity,topics
22,"Chinese stock market.Exchange rate between the Chinese yuan and American dollar.FDI in China. Which shows everyone else's confidence in the Chinese economy.Chinese liquidity. In the 21st century, Chinese government has always relied on cheap loans to pump up economic development in hard times. This has been the reason behind China's increasing debts and rising housing prices. Should the Chinese government, determined to cut debts, fall back to old fashioned easing without regard to long term consequences, that should be a clear indicator of economic pressure.The 1. and 2. are running kinda weak lately, which reflect the market's view on China's economic outlook, or reaction to market uncertainty.5. The Chinese official actitude toward collaboration. As long as the Chinese are willing to talk, it means the American pressure is not over the top and negotiations can be constructive.6. The Chinese official media. There's a clear cut vocabulary in Chinese state media. In the second half of the 20th century, the People's Daily (the Communist Party's newspaper) used the term “是可忍孰不可忍” , which means “If this can be tolerated,then what can be called intolerable?”, every time right before China went to war. There are many other vocabularies clearly expressing different official stances as well, which made this paper a must-have for every worthy politician or business leader working in or with China.",5,0.039755639097744364,0.2722117794486215,0.9936381702404975
23,"Thank you for the invitation. I only talk about the impact of the recent US trade war on China.1. The ZTE incident made China aware of the importance of key technologies. China is currently advancing the localization of key technologies. Especially in the area of CPUs and computer operating systems. I think it is ridiculous. On the one hand, the United States says that China does not comply with WTO trade rules, and the United States is violating trade rules.2. The Chinese stock market fell in a large area. It must be said that the United States has identified China's weaknesses. China lacks as many financial talents as the United States. In the financial war, the United States is absolutely the first.3. A large number of foreign-funded enterprises withdrew from China. Local Chinese manufacturing companies also have many failures. Of course, this has not happened recently, but the US trade war will force more companies to close down.4.Many Chinese people are hoping that the United States will raise interest rates. This will allow China's housing prices to fall. It seems that the housing prices in China are really too high.",1,0.10457556935817806,0.4411801242236025,0.5790803669752738
24,"We know what the consequences could be for a trade war with the USA.Everybody will suffer a little bit but the biggest looser will be the USA. The measures taken by the Trump administration were the wrong ones. There are many better options than tariffs, to control trade imbalance. Tariffs were in the old times positive but in a global economy worthless.China knows what the consequences could be and are taking the preventive measures before anything could occur. This means that the impact for the Chinese economy will be as minimal as possible. The phrase “when 2 dogs are fighting for a bone , a third dog will take the bone away.” This could mean either Brasil or Argentina will receive its benefit. Australia should have a chance but they spoil it by being suddenly aggressive toward China [probably influence by former Hong Kong citizens].In the future China is better prepared for this none predicted events by the USA.",1,0.045454545454545456,0.4098721590909091,0.8439924069088047
25,"Trade restrictions are a stupid idea and historical evidence it does more harm to the global economy then any good. Free trade rules help all countries rich and poor. Poorer countries can compete with high labor intensive products and earn foreign currencies, which they use to buy high end products from developed economies. USA is the world’s biggest economy and is the source of imports from less developed economies. Goods are cheaper and they sell of access to US dollars. They then can use those dollars to buy high end products -like cars, commercial airlines, broadcast equipment, power generation products and commercial as well as technical services. The world is a better place when we are free to choose what products we want, regardless of origin at the most competitive price.",1,0.12206349206349207,0.40769841269841267,0.8966633972930226
26,A good guess would be Chinese monetary policy. The first sign is here:PBOC injects medium-term liquidity in surprise move as trade war...,0,0.31666666666666665,0.3111111111111111,0.9411349917214498
27,"Look out for the news from China re Chinese economic growth.I bet it would continue to grow with little impact from US trade war if it does happen. China has already diversified its trading, and their One Belt and One Road drive already helps them a lot. Even now US-China trade share is relatively small - I remember it is about 11–15% or so.",1,-0.059375,0.275,0.9779371520025679
28,"Yes and no.Yes: I disagree with James Graham’s answer that opening up is by itself a good thing. There are many examples in colonialism where trade destroys local production and eliminates local capital once and for all. In this way I’m very surprised that China did not become dependent on foreign trade for consumption.No: Catching up is relatively easy, and leading is hard. Taiwan, Korea, and Japan are good examples of that finding.",1,0.26466666666666666,0.51,0.9015045490420072
29,"No. China, like Japan and South Korea, opened up to international trade and prospered. If you look at how Japan developed, it was much the same as China has in the past 30 years: explosive growth and an eventual leveling off.",0,0.010000000000000009,0.175,0.35506835433904665
30,That is a given.There is nothing as infinite growth.All countries will have to get used to low or zero growth at some point.,32,0.0,0.3,0.6900889019629064
31,Selling land to a company vs selling to a government (or state-owned enterprise) are completely different. Companies are still bound by the laws of the countries they operate in. A Chinese company has no power over the local government (unless they’ve corrupted the politicians). State-owned companies are a bit different since they operate as an arm of the government. Any country that has sold its land to another country directly or to an S.O.E. has made a huge mistake.,1,0.08333333333333336,0.4166666666666667,0.9847241417366503
32,Why do some businessee sell their companies to other companies like AT&T or Disney? Doesn’t that impact their future economic gain? Sometimes the appeal of a large short term profit trumps what may have been a larger long term gain.,2,0.034183673469387756,0.33265306122448984,0.6383683729233042
33,"As a Chinese, definitely YES.Furthermore, rising of a country through hard work is very admirable no matter which country it is.Netherlands never wanted Spain to rise, Spain never wanted Britain to rise; Britain never wanted USA to rise. But any of them succeed?No country can be No. 1 forever, China fell from that position once, now it is coming back.",0,-0.018333333333333333,0.2683333333333333,0.8656956930008552
34,"Thanks for your A2A.If you measure GDP in terms of Purchase Power Parity (PPP), China has already exceeded US by such measure in 2014. What is PPP?To understand PPP, let’s take a commonly used example, the price of a hamburger. If a hamburger is selling in China for RMB12 and in New York for US$4, this would imply a PPP exchange rate of 3 RMB to 1 U.S. dollars. This PPP exchange rate may well be different from that prevailing financial exchange rate between 2 countries which is often used for absolute comparison when converting to US$.PPP is a more balanced approach than exchange rate as “PPP exchange rates are relatively stable over time. By contrast, market rates are more volatile, and using them could produce quite large swings in aggregate measures of growth even when growth rates in individual countries are stable.” Both OECD and IMF use PPP. For details on PPP, see here.Besides GDP measured in terms of PPP, I would like to highlight some other areas that China has surpassed the U.S. :HSR InfrastructureChina has invested heavily in HSR infrastructure and it is beginning to bear fruit. If you want to promote consumption and investment in the hinterland of a big country like China, a well-developed HSR infrastructure would facilitate such factors of growth.For e.g., most Chinese from other provinces would avoid going to Guizhou province in the West hinterland to work because it is rather undeveloped and one of the poorest provinces in China. But with HSR constructed in Guizhou, then it makes it easy for people living in Central China to work there and return to their home town regularly on weekends to see their families. For e.g., the HSR ticket from Guiyang city of Guizhou to Changsa city of Hunan province costs as low as USD46.92. It is definitely not cheap for the average Chinese but it would be affordable for those working in multinationals as they are investing in Guizhou now, especially in the field of Big Data - see The Big Data Valley of China.Actually Trump has a plan to improve the infrastructure of U.S. but unfortunately it becomes a whimper without progress as his tax cuts have bloated the budget. An HSR infrastructure would help to boost domestic consumption and investment in the U.S. as rail costs are generally cheaper than air freight/travel and now with Foxconn slated to build a factory in Wisconsin, the HSR infrastructure looks more urgent than never. Do note that some HSR lines in China do carry freight.e-Services Apps/mobile e-paymentChina has implemented a good strategy to house all essential e-service applications under one roof on the mobile phone and the Chinese use it most of the time for transactions. You can access the e-government services, e-wallet, financial services, transport services etc. Such ease of usage would spur consumption as the general customer does not have cash with him that reminds him how much physical money he has.Below is the screen-capture of the first page of the basic functions of China’s popular WeChat Pay App. It has a ride-hailing app, rail/plane ticket app, e-government services etc in an integrated interface.I have written a post on Chinese mobile e-payment here :A look at the Chinese mobile e-payment by David BK Tan on China Boleh!Renewal Fuel Research and Plans to depend less on OilEven if you don’t believe in Peak Oil theory, that fact is that our global population is growing and the developing countries are growing their economies too so more and more oil are required. Coupled with the dismal oil price that means oil exploration is reduced compared to the heyday of US$100+ oil price, the price of oil would have to adjust upwards when its global supply runs low.As the biggest oil importer of the world, China is preparing for the “oil shock” by exploring renewal fuel technology. It has made a significant breakthrough last year with regard to combustible ice. Other areas that I am aware are bioethanol fuel, power cars with waste CO2 (see link), floating nuclear power plant etc.As for plans to depend less on oil, China has announced in 2017 a plan for nationwide use of bioethanol gasoline by 2020. It also wants to make electric car the mode of transport by 2050 and Bank of America Merrill Lynch estimated that electric car would account for 90 per cent of cars sold in China by 2050. https://www.scmp.com/business/gl...SupercomputerThough the U.S. beat China recently to claim the accolade of top supercomputer after languishing at the second/third spot since 2012, China tops the US as the number one supercomputer manufacturer according to MIT Technology Review. See China tops the US as the number one supercomputer manufacturer",1,0.0900108225108225,0.3440760628260628,0.7349802176893447
35,Thanks for requestIn US dollars ……. China’s GDP is 63% of US GDP in 2017In Purchase Power Parity (PPP) values ……. China’s GDP is 23.3 trillion vs 19.4 trillion in 2017.As regards which country contributes more to the global growth of GDP … China leads the world.,4,0.2333333333333333,0.2333333333333333,0.03001689879240867
36,definitely not. The buyers always have the upper hand. Now China only sells a lot but and mostly serves a labor to other countries. Will you say the slave overtakes the power of the master even the slave is quite productive and the master’s family fully depends on slave’s work?,0,0.075,0.475,0.9628603732431777
37,"I don’t think it is possible to talk about “military might” as a single dimensional concept. It is more useful to talk about military capabilities, which is multi-dimensional.China and the USA has very different objectives for their military, which reflects in their doctrine and spending priorities. The US military is overwhelmingly focused on offensive, expeditionary warfare. This is why the American definition of military superpower is mostly about power projection. For the US, military might mostly means the ability to bomb countries on the other side of the world.China has no need to bomb countries on the other side of the world. For China, the military emphasis is overwhelmingly on the defense. What this means in practice is that China invests to create military superiority in its own neighborhood.The advantage of focusing on your own neighborhood is cost. China does not have to invest in a major global logistic infrastructure to fight expeditionary wars. Most of the money can go to firepower, rather than supply. For example, the combat to supply personnel ratio for the US in Iraq was 1:3. It takes 3 units of resources to supply 1 unit of firepower to fight on the other side of the world.In practice what this means is that China can surpass American military power in its neighborhood with a much smaller military budget. Globally it will not be a match for the US military, but locally it can effectively outgun the US military by having greater concentration of forces and much shorter supply lines.",8,0.11394787644787645,0.3464671814671814,0.9913779473725408
38,"I very much doubt that China will ever surpass the US and for good reason. She is trying to build a country founded on economic partnerships around the globe, not by conquest.This is not to deny her ambition to international stature as an economic powerhouse. Why should she not aim so? She has to provide economic security to a huge population while moving gradually from a command economy to a free-market system, or some thing between. This is a titanic challenge not to be met by brute military power.Sure, she will build a modern military capability but with one essential goal: to protect her sovereignty from foreign aggression. She will thereby become the dominant regional military power and one not to be ignored by the US.She has chosen to engage the rest of the world using the strategy of soft power to preserve her security. She is no less aggressive in flexing her economic muscles than the US who are still locked into the antiquated strategy of hard power through military force.The US, in contrast, is now retreating from the world within its brittle carapace, like a turtle that, fearing everything, withdraws into its shell.Here is a great example of asymmetric warfare. China engages the US on a field that renders American hard power impotent. How can the US counter China's economic aggression? How does one counter an economic strategy with missiles and bullets? History demonstrates that tariffs are self-defeating. They are very much a wooden club brought to a balletic knife-fight.I have been a soldier and serious student of military history my entire life. I have yet to discover a country or empire that won a war by retreating. Simply put, China is redrawing the battlefield of superpower warfare. The US, regrettably, is merely well-equipped to fight the last war over. More's the pity.",7,0.06567708333333333,0.29220238095238094,0.9927342124247543
39,"IMO, sometime in the next 5–10 years. China is only interested in the Pacific region. Right now, only the US Navy is the biggest challenge China faces. Most other countries - with the exception of India- have naval forces to protect the waters closest to home; they have no need to project power beyond a certain range. China has no interest in the Atlantic arena; however, they do have an interest in the Panama Canal area.",0,0.14062499999999997,0.5602678571428571,0.6573533830615809
40,"There is a word in Chinese 武means molitary and is made by two word in Chinese 止戈mean stopping war.There is a idiom in Chinese 止戈为武means stopping war is the most powerful molitary.So I dont think China will surpass the USA in military might as a Chinese,we wouldnt do it.",0,0.11666666666666668,0.26666666666666666,0.8542225430871127
41,"Never because as China builds more, the USA will build still more. The USA is dedicated to be the most powerful military power no matter what.",0,0.33999999999999997,0.52,0.6954951345749997
42,"In 5 to 7 years. But, remember that the key thing is not military, it’s rather economics. No military would save you, if you loose an economic war.",1,0.04461538461538462,0.33384615384615385,0.9525254305441583
43,"China is an export-oriented country dependent on the developed world for supply of its domestic production. There has been a continuous decline in demand from its clients influencing the Chinese economy.Chinese government recklessly focused on infrastructural development since the last few decades so as to improve its growth indicators leading to oversupply of manufacturing, construction and real estate infrastructure without any real growth in demand. Since Chinese investment is government controlled, the government funds got circulated recklessly into infrastructure leading to huge capacity buildup without any real returns.The One child policy of China that is in vogue since early Eighties has resulted in an ageing population not getting replaced by younger ones. Though the policy was suspended recently, it has resulted in a population imbalance with the earning member needing to support more dependents comprising of both children and elderly.Government is trying to transit into a domestic consumption based economy even though the country lacks working manpower and is saddled with one that is not suited for the domestic market thanks to it being an export-oriented country basically.The labor laws in China are not in keeping with the international requirements in matters pertaining to collective bargaining and on right to strike. There is also discrimination based on gender and ethnicity.Since it was focused on infrastructure expansion, the government has been trying to encourage investment in steel. However, the decline in related steel intensive sectors has left sectors like automobile and construction struggling with reduced demand, overcapacity and credit redundancy.The above are few of the factors that led to slowing down of the Chinese economy.",0,0.06520634920634921,0.20965079365079364,0.9942953886485638
44,"I don’t know how correct is this comparison, but anyway…I’d say that the original difference lies in the assigned role of the economy in the nation’s life.The Chinese leadership chose to use the power of the Party to transform China’s economy from the agrarian one of the Maoist era into an industrial powerhouse: but for this the Party has changed its politics to cater to the economy, changing to accomodate its own version of capitalism.And yet, the Party is still in control, because the Party commands the corps, and the corps must never be allowed to command the Party.But unlike China’s orderly transformation, Russia post-1991 was in free fall under the tender cares of the oligarchs and their Western friends. Impoverished & tired, the People allowed Putin to take control.And he chose to put the economy at the service of his onw policies: recovering stability, growth, military might and international stature.With China increasing its consumption and with the Middle East destabilized by the US, it was the time to use Russia’s vast and barely tapped natural resources to start growing again.But this growth hasn’t been married with competitiveness & exportations, as in China: if Russia produces planes, trucks and cars, who is buying them? In Africa, Asia and Latin America, which is easier to find: FAW or Kamaz? Changan or AvtoVAZ?These companies are sustained with oil money, but have little influence beyond creating jobs: they exists to keep people employed and in support of Putin. As long as this situation doesn’t change, there is little incentive for Russia to stop its dependence on oil and use its industrial muscle to compete internationally.::Comparing the Russian and Chinese economies, the Russian economy is heavily dependent on natural resource exports, while the Chinese economy is more dependent on value-added from Chinese citizens; why have these economies developed differently::",5,0.051923076923076926,0.3384615384615385,0.9946093441390473
45,"History is Russia’s worst enemy. For reasons that are obvious the Soviets after WWII concentrated too much on their military. The state owned industries were always backward and inefficient. In a world were consumer goods were a great avenue towards growth the Soviets didn’t produce anything wanted internationally. I am familiar with Soviet made cameras and their stuff was a generation behind, in part because they were using designs and equipment created in Germany and taken back to Russia. They had a native camera industry that was building 1938 style cameras in 1955. If you look at Soviet calculators you see the same backwardness.The difficulty in exporting to the US ended up hurting even East German camera, that were often quite good, though not on par with the best of Japan.Too many people relied on social services provided by their jobs and that ended up making modernization of Soviet products an afterthought.The Japanese improved because they saw the weaknesses in their autos when they tried to sell them in the US (they were under powered for US traffic). There wasn’t any feedback process in Russia and the Russian products were good enough and easy to fix. (Just look a how Cubans have maintained US cars imported before 1963 and you will understand how adversity makes people strong.)China had may of the same problem, such as a generation long set of wars and civil wars, but they didn’t have a huge set of industries with a large internal customer.So the dependence on energy is part of the problem, but the other is an industrial plant and industrial processes that were out of date. Like Japan, China was export driven and quickly learned what could or could not be sold.So, the huge internal market during the Soviet era, meant that industries didn’t modernize.",3,0.15221674876847294,0.39322660098522166,0.9939793619671836
46,"China's blessings and curse as always been its huge population. Since ancient times, the Chinese economy was never one focused on natural resources but rather diversification into a plethora of products and services. China does not have much natural resources in any point in history, and always relied on technology breakthroughs to sustain its population. It is miraculous that the world's most populous nation is sustained on such small amount of arable land. But it was made possible by administrative innovation, irrigation innovation, and distribution innovation. China has always been an expert at playing the long game.Russia's history has been one of invasion after invasion: Vikings, Turks, Mongols, and Western Europeans. This creates a culture of Carpe Diem but not conducive to long term planning. Natural resources is low-hanging fruit, and Russia is blessed with lots of it… well, they fought hard to acquire it all. The Russian population is also tiny compared to its physical size, so a resource export economy makes the most sense, because exploiting the land at a sustainable rate does not require a lot of people, but a production and service economy requires more people and infrastructure, both of which are challenging to Russia for now and likely forever.",19,0.10291666666666668,0.4742261904761905,0.9912896517136294
47,"China was a settled agricultural civilization with several thousands years of written history, cultural continuity and managerial traditions beneath its belt.Russia was a colonization project of a small group of state/military aristocracy. The wealth of our civilization most of the time was dependent not on the labor of peasants toiling the land, or the skills of state managers organizing their work, but on expanding territories and pumping them for pelts, honey, wax, slaves, timber and mineral resources.Which is why the primary application the Chinese found for the modern technology has been manufacturing. While we predictably prefer to use it for export-oriented extractive industries, as well as for producing weapons and other means of defending the perimeter. The strategic advantage of the Chinese is their vast pool of hard-working, still relatively inexpensive workforce. Our strategic advantage is our vast expanses with an immense wealth hidden beneath them. They specialize on what they do best, we capitalize on what the nature has given us.The poster below is from the 1970s. It hails the construction of the export pipeline Urengoi-Pomary-Uzhgorod from West Sibiria to Europe. The rhymed text says: “We’re honored by the Motherland’s order—we’ll deliver the Siberian gas on schedule!” During its first decades, the Soviet rule made the most determined effort ever of modernizing Russia and diversifying our economy. However, a combination of the worsening economic ineffectiveness and the discovery of massive exportable petroleum deposits in Siberia in the 1960s increasingly have been dragging us back into the old paradigm of extractive economy.",218,0.11401515151515153,0.38825757575757563,0.9751507011167844
