index,总字数,段落数,平均单词长度,名词占比,专有名词占比,动词占比,形容词占比,数词占比,代词占比,副词占比,语气词占比,连词占比,助词占比,量词占比,介词占比,存在,符号占比,平均句长,平均长句短句数,总句数,可读性
10,78,1,4.051282051282051,0.2692307692307692,0.038461538461538464,0.1794871794871795,0.08974358974358974,0.01282051282051282,0.10256410256410256,0.05128205128205128,0.1794871794871795,0.02564102564102564,0.0641025641025641,0.07692307692307693,0.10256410256410256,0.02564102564102564,0.07692307692307693,16.8,1.2,5,6.95
11,13,1,5.153846153846154,0.3076923076923077,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.0,0.07692307692307693,14.0,1.0,1,10.35
12,671,1,4.628912071535022,0.323397913561848,0.10879284649776454,0.14008941877794337,0.10581222056631892,0.07600596125186289,0.037257824143070044,0.044709388971684055,0.14008941877794337,0.02384500745156483,0.007451564828614009,0.10581222056631892,0.13561847988077497,0.0014903129657228018,0.14754098360655737,14.25925925925926,1.4074074074074074,54,7.47
13,93,1,4.193548387096774,0.24731182795698925,0.043010752688172046,0.17204301075268819,0.11827956989247312,0.0,0.0967741935483871,0.06451612903225806,0.17204301075268819,0.03225806451612903,0.021505376344086023,0.0967741935483871,0.15053763440860216,0.0,0.08602150537634409,20.2,1.6,5,7.54
14,87,1,3.8045977011494254,0.1839080459770115,0.04597701149425287,0.1839080459770115,0.04597701149425287,0.034482758620689655,0.11494252873563218,0.08045977011494253,0.1839080459770115,0.034482758620689655,0.022988505747126436,0.10344827586206896,0.19540229885057472,0.0,0.06896551724137931,15.5,1.0,6,6.43
15,65,1,4.6461538461538465,0.2923076923076923,0.046153846153846156,0.12307692307692308,0.13846153846153847,0.0,0.015384615384615385,0.09230769230769231,0.12307692307692308,0.06153846153846154,0.015384615384615385,0.07692307692307693,0.15384615384615385,0.0,0.1076923076923077,72.0,3.0,1,11.3
16,76,1,3.8421052631578947,0.25,0.10526315789473684,0.19736842105263158,0.039473684210526314,0.0,0.10526315789473684,0.07894736842105263,0.19736842105263158,0.02631578947368421,0.039473684210526314,0.14473684210526316,0.11842105263157894,0.0,0.13157894736842105,9.555555555555555,1.0,9,6.28
17,45,1,4.044444444444444,0.37777777777777777,0.24444444444444444,0.24444444444444444,0.1111111111111111,0.022222222222222223,0.0,0.06666666666666667,0.24444444444444444,0.0,0.0,0.08888888888888889,0.08888888888888889,0.0,0.1111111111111111,16.666666666666668,1.6666666666666667,3,8.28
18,31,1,4.967741935483871,0.3548387096774194,0.22580645161290322,0.0967741935483871,0.06451612903225806,0.0,0.03225806451612903,0.0967741935483871,0.0967741935483871,0.03225806451612903,0.03225806451612903,0.12903225806451613,0.16129032258064516,0.0,0.25806451612903225,9.75,2.0,4,7.2
19,13,1,3.923076923076923,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.0,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.0,0.23076923076923078,16.0,3.0,1,6.71
20,179,1,4.636871508379889,0.2905027932960894,0.11731843575418995,0.18435754189944134,0.09497206703910614,0.0,0.0446927374301676,0.12290502793296089,0.18435754189944134,0.0223463687150838,0.00558659217877095,0.0782122905027933,0.1564245810055866,0.0,0.0782122905027933,19.3,1.4,10,8.55
21,114,1,4.473684210526316,0.30701754385964913,0.043859649122807015,0.19298245614035087,0.06140350877192982,0.017543859649122806,0.05263157894736842,0.07894736842105263,0.19298245614035087,0.043859649122807015,0.03508771929824561,0.08771929824561403,0.11403508771929824,0.008771929824561403,0.09649122807017543,62.5,5.5,2,10.22
22,237,1,4.89873417721519,0.3080168776371308,0.0759493670886076,0.14345991561181434,0.14767932489451477,0.016877637130801686,0.02109704641350211,0.05063291139240506,0.14345991561181434,0.029535864978902954,0.02109704641350211,0.10970464135021098,0.11814345991561181,0.008438818565400843,0.1350210970464135,14.944444444444445,1.6666666666666667,18,8.02
23,197,1,4.695431472081219,0.3401015228426396,0.13705583756345177,0.16243654822335024,0.09644670050761421,0.025380710659898477,0.030456852791878174,0.05583756345177665,0.16243654822335024,0.015228426395939087,0.02030456852791878,0.116751269035533,0.12690355329949238,0.0,0.1319796954314721,10.619047619047619,1.2380952380952381,21,7.2
24,163,1,4.638036809815951,0.2883435582822086,0.08588957055214724,0.17791411042944785,0.09815950920245399,0.006134969325153374,0.04294478527607362,0.03067484662576687,0.17791411042944785,0.03680981595092025,0.06134969325153374,0.15337423312883436,0.11042944785276074,0.006134969325153374,0.09202453987730061,16.181818181818183,1.1818181818181819,11,7.78
25,133,1,4.87218045112782,0.3233082706766917,0.03007518796992481,0.14285714285714285,0.18045112781954886,0.0,0.06766917293233082,0.05263157894736842,0.14285714285714285,0.045112781954887216,0.015037593984962405,0.07518796992481203,0.09774436090225563,0.0,0.09022556390977443,20.714285714285715,1.7142857142857142,7,8.06
26,23,1,4.826086956521739,0.391304347826087,0.043478260869565216,0.13043478260869565,0.21739130434782608,0.0,0.0,0.043478260869565216,0.13043478260869565,0.0,0.043478260869565216,0.08695652173913043,0.08695652173913043,0.0,0.21739130434782608,7.0,1.25,4,9.21
27,65,1,4.2153846153846155,0.26153846153846155,0.09230769230769231,0.2,0.06153846153846154,0.046153846153846156,0.12307692307692308,0.1076923076923077,0.2,0.046153846153846156,0.015384615384615385,0.03076923076923077,0.1076923076923077,0.0,0.09230769230769231,17.75,1.25,4,6.9
28,79,1,4.481012658227848,0.22784810126582278,0.08860759493670886,0.189873417721519,0.13924050632911392,0.0,0.05063291139240506,0.08860759493670886,0.189873417721519,0.06329113924050633,0.0,0.0759493670886076,0.12658227848101267,0.012658227848101266,0.13924050632911392,15.0,1.8333333333333333,6,8.47
29,41,1,4.341463414634147,0.24390243902439024,0.14634146341463414,0.14634146341463414,0.12195121951219512,0.024390243902439025,0.07317073170731707,0.07317073170731707,0.14634146341463414,0.07317073170731707,0.0,0.0975609756097561,0.14634146341463414,0.0,0.17073170731707318,16.0,2.3333333333333335,3,8.12
30,25,1,3.96,0.2,0.0,0.24,0.08,0.04,0.0,0.0,0.24,0.04,0.04,0.16,0.16,0.04,0.12,9.333333333333334,1.0,3,6.57
31,83,1,4.650602409638554,0.2891566265060241,0.03614457831325301,0.1686746987951807,0.08433734939759036,0.0,0.060240963855421686,0.04819277108433735,0.1686746987951807,0.024096385542168676,0.0,0.18072289156626506,0.14457831325301204,0.0,0.10843373493975904,18.4,1.0,5,8.01
32,43,1,4.395348837209302,0.37209302325581395,0.11627906976744186,0.11627906976744186,0.16279069767441862,0.0,0.11627906976744186,0.023255813953488372,0.11627906976744186,0.046511627906976744,0.023255813953488372,0.09302325581395349,0.06976744186046512,0.0,0.09302325581395349,15.666666666666666,1.0,3,8.64
33,63,1,4.476190476190476,0.25396825396825395,0.15873015873015872,0.2222222222222222,0.047619047619047616,0.015873015873015872,0.06349206349206349,0.14285714285714285,0.2222222222222222,0.015873015873015872,0.015873015873015872,0.09523809523809523,0.12698412698412698,0.0,0.19047619047619047,12.5,2.0,6,6.66
34,817,1,4.6658506731946146,0.3525091799265606,0.13096695226438188,0.15055079559363524,0.0966952264381885,0.0208078335373317,0.046511627906976744,0.03916768665850673,0.15055079559363524,0.0208078335373317,0.014687882496940025,0.07588739290085679,0.18115055079559364,0.0,0.09057527539779682,22.846153846153847,1.7179487179487178,39,7.85
35,54,1,3.8333333333333335,0.5185185185185185,0.3148148148148148,0.09259259259259259,0.05555555555555555,0.16666666666666666,0.018518518518518517,0.0,0.09259259259259259,0.0,0.0,0.037037037037037035,0.12962962962962962,0.0,0.16666666666666666,10.5,1.0,6,7.84
36,54,1,4.166666666666667,0.2962962962962963,0.05555555555555555,0.14814814814814814,0.07407407407407407,0.0,0.018518518518518517,0.16666666666666666,0.14814814814814814,0.05555555555555555,0.018518518518518517,0.16666666666666666,0.05555555555555555,0.0,0.07407407407407407,14.5,1.0,4,7.31
37,261,1,4.789272030651341,0.24521072796934865,0.05363984674329502,0.16475095785440613,0.14559386973180077,0.011494252873563218,0.06130268199233716,0.04597701149425287,0.16475095785440613,0.01532567049808429,0.022988505747126436,0.10344827586206896,0.1839080459770115,0.0,0.09195402298850575,17.8125,1.5,16,7.81
38,313,1,4.728434504792332,0.24920127795527156,0.04472843450479233,0.16932907348242812,0.1182108626198083,0.009584664536741214,0.07667731629392971,0.06070287539936102,0.16932907348242812,0.022364217252396165,0.01597444089456869,0.1182108626198083,0.15335463258785942,0.0,0.10862619808306709,15.772727272727273,1.5454545454545454,22,8.4
39,76,1,4.4605263157894735,0.34210526315789475,0.14473684210526316,0.14473684210526316,0.09210526315789473,0.013157894736842105,0.02631578947368421,0.07894736842105263,0.14473684210526316,0.0,0.0,0.15789473684210525,0.13157894736842105,0.0,0.13157894736842105,17.2,2.0,5,7.75
40,52,1,4.1923076923076925,0.17307692307692307,0.038461538461538464,0.23076923076923078,0.17307692307692307,0.019230769230769232,0.057692307692307696,0.038461538461538464,0.23076923076923078,0.019230769230769232,0.038461538461538464,0.09615384615384616,0.11538461538461539,0.038461538461538464,0.07692307692307693,18.666666666666668,1.3333333333333333,3,7.27
41,26,1,4.384615384615385,0.19230769230769232,0.11538461538461539,0.19230769230769232,0.11538461538461539,0.0,0.038461538461538464,0.15384615384615385,0.19230769230769232,0.0,0.038461538461538464,0.15384615384615385,0.11538461538461539,0.0,0.11538461538461539,14.5,1.5,2,6.71
42,30,1,3.8,0.13333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.06666666666666667,0.1,0.06666666666666667,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.1,0.13333333333333333,0.0,0.2,12.0,2.0,3,6.35
43,270,1,5.555555555555555,0.28888888888888886,0.014814814814814815,0.2074074074074074,0.1037037037037037,0.007407407407407408,0.03333333333333333,0.040740740740740744,0.2074074074074074,0.025925925925925925,0.0,0.09259259259259259,0.1925925925925926,0.007407407407407408,0.06666666666666667,24.0,1.5,12,9.43
44,327,1,4.798165137614679,0.2996941896024465,0.10091743119266056,0.18042813455657492,0.10091743119266056,0.0061162079510703364,0.04892966360856269,0.03669724770642202,0.18042813455657492,0.06422018348623854,0.0061162079510703364,0.10397553516819572,0.1559633027522936,0.0030581039755351682,0.12844036697247707,28.384615384615383,3.076923076923077,13,9.14
45,317,1,4.61198738170347,0.2744479495268139,0.06309148264984227,0.17981072555205047,0.12302839116719243,0.00946372239747634,0.07255520504731862,0.050473186119873815,0.17981072555205047,0.04416403785488959,0.012618296529968454,0.0914826498422713,0.138801261829653,0.0031545741324921135,0.0914826498422713,21.625,1.5625,16,8.14
46,208,1,5.0576923076923075,0.3125,0.052884615384615384,0.15384615384615385,0.11538461538461539,0.009615384615384616,0.038461538461538464,0.07211538461538461,0.15384615384615385,0.0625,0.0,0.08173076923076923,0.13942307692307693,0.0,0.11538461538461539,23.2,2.4,10,9.2
47,263,1,5.2965779467680605,0.30038022813688214,0.057034220532319393,0.1482889733840304,0.11787072243346007,0.0076045627376425855,0.08365019011406843,0.049429657794676805,0.1482889733840304,0.030418250950570342,0.0,0.11406844106463879,0.1482889733840304,0.0,0.09885931558935361,22.23076923076923,2.0,13,9.73
48,302,1,4.503311258278146,0.23178807947019867,0.056291390728476824,0.17549668874172186,0.0695364238410596,0.0033112582781456954,0.076158940397351,0.08609271523178808,0.17549668874172186,0.04966887417218543,0.016556291390728478,0.09602649006622517,0.19205298013245034,0.0,0.08940397350993377,25.307692307692307,2.076923076923077,13,7.47
49,145,1,4.489655172413793,0.2413793103448276,0.06206896551724138,0.15862068965517243,0.08275862068965517,0.034482758620689655,0.09655172413793103,0.06206896551724138,0.15862068965517243,0.013793103448275862,0.034482758620689655,0.08275862068965517,0.1793103448275862,0.013793103448275862,0.1103448275862069,23.0,2.2857142857142856,7,7.3
50,309,1,4.7216828478964405,0.34627831715210355,0.13592233009708737,0.11326860841423948,0.11003236245954692,0.0,0.045307443365695796,0.06472491909385113,0.11326860841423948,0.06472491909385113,0.0,0.08414239482200647,0.1423948220064725,0.003236245954692557,0.10032362459546926,37.77777777777778,3.0,9,9.64
51,269,1,4.75092936802974,0.3271375464684015,0.09665427509293681,0.13382899628252787,0.10037174721189591,0.048327137546468404,0.02973977695167286,0.04460966542750929,0.13382899628252787,0.011152416356877323,0.0037174721189591076,0.1449814126394052,0.15613382899628253,0.0,0.16356877323420074,19.5625,2.5,16,8.17
52,137,1,4.897810218978102,0.34306569343065696,0.145985401459854,0.15328467153284672,0.10218978102189781,0.0072992700729927005,0.029197080291970802,0.058394160583941604,0.15328467153284672,0.029197080291970802,0.0072992700729927005,0.08759124087591241,0.16058394160583941,0.014598540145985401,0.08759124087591241,24.833333333333332,2.0,6,8.66
53,92,1,4.358695652173913,0.25,0.08695652173913043,0.17391304347826086,0.13043478260869565,0.05434782608695652,0.07608695652173914,0.07608695652173914,0.17391304347826086,0.010869565217391304,0.021739130434782608,0.09782608695652174,0.10869565217391304,0.0,0.14130434782608695,15.0,1.5714285714285714,7,8.31
54,220,1,4.55,0.32727272727272727,0.06363636363636363,0.16363636363636364,0.08181818181818182,0.01818181818181818,0.08181818181818182,0.02727272727272727,0.16363636363636364,0.03636363636363636,0.0,0.1,0.1590909090909091,0.0,0.09090909090909091,18.46153846153846,1.3846153846153846,13,8.32
55,96,1,4.875,0.2708333333333333,0.09375,0.21875,0.08333333333333333,0.020833333333333332,0.08333333333333333,0.03125,0.21875,0.041666666666666664,0.03125,0.09375,0.125,0.0,0.0625,17.0,1.0,6,7.72
56,556,1,4.802158273381295,0.30755395683453235,0.13309352517985612,0.1474820143884892,0.11330935251798561,0.008992805755395683,0.050359712230215826,0.03597122302158273,0.1474820143884892,0.02877697841726619,0.01079136690647482,0.10071942446043165,0.18884892086330934,0.0017985611510791368,0.09532374100719425,35.8235294117647,2.235294117647059,17,8.65
57,389,1,4.347043701799486,0.32390745501285345,0.09254498714652956,0.15167095115681234,0.08226221079691516,0.005141388174807198,0.06683804627249357,0.04113110539845758,0.15167095115681234,0.043701799485861184,0.02056555269922879,0.10025706940874037,0.13367609254498714,0.002570694087403599,0.1953727506426735,17.884615384615383,1.8076923076923077,26,7.76
58,120,1,5.566666666666666,0.35833333333333334,0.10833333333333334,0.15,0.13333333333333333,0.016666666666666666,0.025,0.06666666666666667,0.15,0.025,0.016666666666666666,0.09166666666666666,0.11666666666666667,0.0,0.15833333333333333,15.444444444444445,2.111111111111111,9,10.44
59,157,1,4.974522292993631,0.33121019108280253,0.03184713375796178,0.15286624203821655,0.1337579617834395,0.0,0.044585987261146494,0.050955414012738856,0.15286624203821655,0.01910828025477707,0.012738853503184714,0.10828025477707007,0.1337579617834395,0.006369426751592357,0.08280254777070063,18.88888888888889,1.4444444444444444,9,8.52
60,225,1,5.044444444444444,0.28444444444444444,0.008888888888888889,0.18222222222222223,0.1111111111111111,0.0,0.05333333333333334,0.02666666666666667,0.18222222222222223,0.008888888888888889,0.022222222222222223,0.13777777777777778,0.1688888888888889,0.0044444444444444444,0.10222222222222223,35.42857142857143,3.2857142857142856,7,9.93
61,90,1,4.3,0.24444444444444444,0.044444444444444446,0.26666666666666666,0.06666666666666667,0.011111111111111112,0.05555555555555555,0.05555555555555555,0.26666666666666666,0.022222222222222223,0.011111111111111112,0.1111111111111111,0.14444444444444443,0.0,0.1111111111111111,16.666666666666668,1.6666666666666667,6,7.77
62,68,1,5.367647058823529,0.27941176470588236,0.014705882352941176,0.11764705882352941,0.16176470588235295,0.0,0.014705882352941176,0.07352941176470588,0.11764705882352941,0.014705882352941176,0.029411764705882353,0.16176470588235295,0.1323529411764706,0.0,0.10294117647058823,12.5,1.1666666666666667,6,9.65
63,64,1,4.71875,0.203125,0.03125,0.203125,0.125,0.0,0.15625,0.0625,0.203125,0.015625,0.03125,0.03125,0.15625,0.015625,0.125,18.0,2.0,4,7.39
64,33,1,5.333333333333333,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.12121212121212122,0.18181818181818182,0.030303030303030304,0.0,0.09090909090909091,0.18181818181818182,0.0,0.09090909090909091,18.0,1.5,2,9.24
65,756,1,4.585978835978836,0.31746031746031744,0.10185185185185185,0.14947089947089948,0.09391534391534391,0.026455026455026454,0.056878306878306875,0.051587301587301584,0.14947089947089948,0.03042328042328042,0.013227513227513227,0.09788359788359788,0.1574074074074074,0.0026455026455026454,0.07671957671957672,27.133333333333333,1.5666666666666667,30,8.08
66,305,1,4.4295081967213115,0.2,0.10491803278688525,0.17704918032786884,0.12786885245901639,0.006557377049180328,0.04262295081967213,0.08524590163934426,0.17704918032786884,0.04590163934426229,0.009836065573770493,0.10491803278688525,0.15737704918032788,0.006557377049180328,0.08524590163934426,27.583333333333332,1.6666666666666667,12,7.38
67,59,1,4.762711864406779,0.288135593220339,0.1016949152542373,0.11864406779661017,0.11864406779661017,0.01694915254237288,0.0847457627118644,0.0847457627118644,0.11864406779661017,0.01694915254237288,0.03389830508474576,0.03389830508474576,0.2033898305084746,0.0,0.13559322033898305,13.4,1.6,5,7.97
68,163,1,4.441717791411043,0.3128834355828221,0.09202453987730061,0.12883435582822086,0.08588957055214724,0.012269938650306749,0.05521472392638037,0.0736196319018405,0.12883435582822086,0.049079754601226995,0.018404907975460124,0.1165644171779141,0.147239263803681,0.0,0.1165644171779141,26.0,2.4285714285714284,7,7.84
69,101,1,4.683168316831683,0.38613861386138615,0.18811881188118812,0.2079207920792079,0.06930693069306931,0.0,0.0594059405940594,0.039603960396039604,0.2079207920792079,0.019801980198019802,0.009900990099009901,0.0891089108910891,0.1188118811881188,0.0,0.15841584158415842,11.7,1.6,10,8.51
70,37,1,3.810810810810811,0.2972972972972973,0.13513513513513514,0.08108108108108109,0.10810810810810811,0.05405405405405406,0.08108108108108109,0.10810810810810811,0.08108108108108109,0.0,0.02702702702702703,0.08108108108108109,0.16216216216216217,0.0,0.08108108108108109,20.0,1.5,2,7.21
71,107,1,4.140186915887851,0.27102803738317754,0.09345794392523364,0.16822429906542055,0.102803738317757,0.0,0.04672897196261682,0.102803738317757,0.16822429906542055,0.037383177570093455,0.018691588785046728,0.102803738317757,0.14018691588785046,0.009345794392523364,0.08411214953271028,38.666666666666664,3.0,3,9.13
72,21,1,4.476190476190476,0.3333333333333333,0.23809523809523808,0.09523809523809523,0.14285714285714285,0.047619047619047616,0.0,0.0,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.14285714285714285,0.14285714285714285,0.0,0.047619047619047616,22.0,1.0,1,9.57
73,31,1,4.516129032258065,0.1935483870967742,0.03225806451612903,0.22580645161290322,0.0967741935483871,0.0,0.06451612903225806,0.03225806451612903,0.22580645161290322,0.06451612903225806,0.0,0.12903225806451613,0.12903225806451613,0.0,0.12903225806451613,35.0,4.0,1,8.41
74,188,1,4.957446808510638,0.2925531914893617,0.031914893617021274,0.1595744680851064,0.12234042553191489,0.015957446808510637,0.06914893617021277,0.0851063829787234,0.1595744680851064,0.031914893617021274,0.02127659574468085,0.09574468085106383,0.11170212765957446,0.0,0.11702127659574468,17.5,1.6666666666666667,12,7.87
75,176,1,5.056818181818182,0.32386363636363635,0.045454545454545456,0.19318181818181818,0.07386363636363637,0.0,0.045454545454545456,0.056818181818181816,0.19318181818181818,0.05113636363636364,0.03409090909090909,0.125,0.09090909090909091,0.005681818181818182,0.1534090909090909,16.916666666666668,1.9166666666666667,12,9.03
76,85,1,5.011764705882353,0.21176470588235294,0.023529411764705882,0.2235294117647059,0.12941176470588237,0.011764705882352941,0.09411764705882353,0.08235294117647059,0.2235294117647059,0.03529411764705882,0.011764705882352941,0.058823529411764705,0.1411764705882353,0.0,0.09411764705882353,13.285714285714286,1.1428571428571428,7,8.93
77,99,1,4.656565656565657,0.24242424242424243,0.08080808080808081,0.1919191919191919,0.050505050505050504,0.010101010101010102,0.09090909090909091,0.0707070707070707,0.1919191919191919,0.010101010101010102,0.04040404040404041,0.10101010101010101,0.1919191919191919,0.0,0.06060606060606061,21.0,1.2,5,7.81
78,72,1,4.777777777777778,0.2638888888888889,0.027777777777777776,0.1527777777777778,0.1111111111111111,0.013888888888888888,0.06944444444444445,0.08333333333333333,0.1527777777777778,0.027777777777777776,0.05555555555555555,0.08333333333333333,0.1388888888888889,0.0,0.08333333333333333,26.0,2.0,3,8.63
79,74,1,5.351351351351352,0.40540540540540543,0.04054054054054054,0.14864864864864866,0.13513513513513514,0.0,0.02702702702702703,0.02702702702702703,0.14864864864864866,0.04054054054054054,0.0,0.06756756756756757,0.14864864864864866,0.0,0.05405405405405406,39.0,2.0,2,10.96
80,29,1,4.551724137931035,0.3103448275862069,0.20689655172413793,0.20689655172413793,0.034482758620689655,0.0,0.13793103448275862,0.06896551724137931,0.20689655172413793,0.034482758620689655,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.0,0.13793103448275862,11.0,1.3333333333333333,3,6.84
81,202,1,5.193069306930693,0.2871287128712871,0.039603960396039604,0.10396039603960396,0.13366336633663367,0.009900990099009901,0.0,0.0891089108910891,0.10396039603960396,0.0297029702970297,0.0297029702970297,0.15346534653465346,0.16336633663366337,0.0,0.12376237623762376,32.42857142857143,3.5714285714285716,7,9.98
82,70,1,4.7,0.24285714285714285,0.014285714285714285,0.22857142857142856,0.11428571428571428,0.02857142857142857,0.07142857142857142,0.04285714285714286,0.22857142857142856,0.0,0.014285714285714285,0.11428571428571428,0.17142857142857143,0.0,0.1,25.666666666666668,1.6666666666666667,3,8.25
83,80,1,4.675,0.3375,0.0375,0.1875,0.0875,0.0,0.05,0.0375,0.1875,0.075,0.0125,0.0625,0.15,0.0,0.0875,14.5,1.1666666666666667,6,9.04
84,27,1,4.555555555555555,0.25925925925925924,0.07407407407407407,0.25925925925925924,0.07407407407407407,0.0,0.037037037037037035,0.1111111111111111,0.25925925925925924,0.0,0.0,0.14814814814814814,0.1111111111111111,0.0,0.037037037037037035,14.0,0.5,2,8.05
85,645,1,4.961240310077519,0.289922480620155,0.034108527131782945,0.17519379844961241,0.10852713178294573,0.006201550387596899,0.06201550387596899,0.08062015503875969,0.17519379844961241,0.024806201550387597,0.018604651162790697,0.09612403100775194,0.13333333333333333,0.004651162790697674,0.14728682170542637,21.142857142857142,2.2857142857142856,35,8.26
86,81,1,5.172839506172839,0.2839506172839506,0.16049382716049382,0.24691358024691357,0.09876543209876543,0.024691358024691357,0.04938271604938271,0.07407407407407407,0.24691358024691357,0.04938271604938271,0.0,0.08641975308641975,0.08641975308641975,0.0,0.1728395061728395,11.875,1.5,8,8.62
87,12,1,5.25,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,13.0,1.0,1,10.81
88,31,1,5.0,0.3225806451612903,0.06451612903225806,0.12903225806451613,0.12903225806451613,0.0,0.06451612903225806,0.06451612903225806,0.12903225806451613,0.0,0.03225806451612903,0.0967741935483871,0.16129032258064516,0.0,0.06451612903225806,16.5,1.0,2,10.35
89,1146,1,4.818499127399651,0.32024432809773123,0.10471204188481675,0.16143106457242584,0.09336823734729494,0.02268760907504363,0.05759162303664921,0.04013961605584642,0.16143106457242584,0.03315881326352531,0.02006980802792321,0.0924956369982548,0.156195462478185,0.008726003490401396,0.07853403141361257,30.146341463414632,1.7317073170731707,41,8.29
90,194,1,4.376288659793815,0.27835051546391754,0.0979381443298969,0.15463917525773196,0.13402061855670103,0.010309278350515464,0.041237113402061855,0.05670103092783505,0.15463917525773196,0.041237113402061855,0.03608247422680412,0.10309278350515463,0.13917525773195877,0.005154639175257732,0.08762886597938144,15.071428571428571,1.1428571428571428,14,7.89
91,450,1,4.153333333333333,0.30444444444444446,0.13111111111111112,0.1288888888888889,0.08444444444444445,0.10444444444444445,0.028888888888888888,0.04888888888888889,0.1288888888888889,0.006666666666666667,0.017777777777777778,0.12,0.1622222222222222,0.0,0.1511111111111111,23.545454545454547,2.6818181818181817,22,7.04
92,82,1,4.902439024390244,0.24390243902439024,0.036585365853658534,0.2073170731707317,0.12195121951219512,0.0,0.024390243902439025,0.0975609756097561,0.2073170731707317,0.012195121951219513,0.0,0.13414634146341464,0.15853658536585366,0.0,0.0975609756097561,30.0,2.0,3,8.71
93,243,1,4.415637860082304,0.27983539094650206,0.08641975308641975,0.20164609053497942,0.0823045267489712,0.0,0.05761316872427984,0.0411522633744856,0.20164609053497942,0.03292181069958848,0.03292181069958848,0.10699588477366255,0.16049382716049382,0.00411522633744856,0.07818930041152264,17.466666666666665,1.2666666666666666,15,7.22
94,60,1,4.4,0.3333333333333333,0.06666666666666667,0.15,0.05,0.016666666666666666,0.1,0.05,0.15,0.0,0.03333333333333333,0.1,0.15,0.016666666666666666,0.1,16.5,1.5,4,7.8
